name,address,tel,tel_alt,fax,fax_alt,email,supervisor,curriculum,lat,lng
Bluetree Education Learning Centre,"271 Bukit Timah Road #02-15 Balmoral Plaza , Singapore 259708",62352533,NA,NA,NA,info@bluetreeeducation.com,"Wu Wei Zhen, Elizabeth (Mdm)",TUTORIAL,1.3164349569099498,103.83549290613001
Boston-kidz Tuition Centre,"Blk 232 Ang Mo Kio Avenue 3 #01-1212  , Singapore 560232",93888861,NA,NA,NA,contact@boston-kidz.com,Sim Li Ping (Miss),TUTORIAL,1.36834606813392,103.83719604640899
Braingainz Learning Centre,"1 Goldhill Plaza #03-17  , Singapore 308899",94897842,NA,NA,NA,braingainzlc@gmail.com,Bai Kelei,TUTORIAL,1.31782868139699,103.84288937427601
Brainlight Edu Centre,"Blk 102 Yishun Avenue 5 #03-115  , Singapore 760102",96209991,NA,NA,NA,comms07@gmail.com,Ranjanaba (Mrs),ENRICHMENT,1.4306183039507299,103.828762985019
Brainmeta Educational Centre,"Blk 915 Tampines Street 91 #01-47  , Singapore 520915",67831544,NA,67831544,NA,info@brainmetacentre.com,"Lee Ching Ching, Selina (Mdm)",TUTORIAL,1.34860562316263,103.93956408336099
Brainwaves Tutorial School,"Blk 730 Jurong West Street 72 #B1-45  , Singapore 640730",67919796,NA,NA,NA,"NA",Chua Hoon (Miss),TUTORIAL,1.34610886381084,103.698426985603
BrainWorkz Edu-Hub,"Blk 21 Chai Chee Road #01-434  , Singapore 461021",97690976,NA,NA,NA,brainworkz.edu@gmail.com,Nur Aini binte Abdul Hamid (Miss),TUTORIAL,1.3257785060423,103.922424710131
Brainy Child Language Centre,"150 Orchard Road #05-36 Orchard Plaza , Singapore 238841",67337669,NA,NA,NA,enquiry@brainychild.sg,"Lim Wan Lin, Monica (Mdm)",LINGUISTICS,1.30126533034761,103.84115177072701
Brainy Child Montessori Learning Centre,"150 Orchard Road #05-38/43 Orchard Plaza , Singapore 238841",67337669,NA,NA,NA,enquiry@brainychild.sg,"Lim Wan Lin, Monica (Mdm)",ENRICHMENT,1.30126533034761,103.84115177072701
Breakthrough Learning Centre,"Blk 534 Serangoon North Avenue 4 #B1-207  , Singapore 550534",64837121,NA,NA,NA,enquiries@breakthrough.com.sg,"Tan Pek Siang, Michelle (Mdm)",TUTORIAL,1.37421846169095,103.87457889853701
Bridge Learning,"1 Choa Chu Kang Street 53 #02-07/08 Choa Chu Kang Sports Complex , Singapore 689236",67660651,NA,67660653,NA,areena@bridgelearning.com.sg,"Loo Ting Nah, Areena (Miss)",ENRICHMENT,1.39127440500371,103.74818925146499
Bright Culture Tuition Centre,"1 Marine Parade Central #02-05 Parkway Centre , Singapore 449408",91870820,NA,NA,NA,admin@bright-culture.com,"Liu Shengde, Joel",TUTORIAL,1.30188733858698,103.905996039776
BrightMinds Learning Centre,"Blk 605 Woodlands Drive 42 #01-105  , Singapore 730605",6363,NA,NA,NA,brightmindscentre@gmail.com,"Paul, Marie Bernadette (Miss)",TUTORIAL,1.4371855949706998,103.79709039602501
BrightMinds Learning Centre (AMK),"Blk 232 Ang Mo Kio Avenue 3 #01-1204  , Singapore 560232",64570881,NA,NA,NA,brightmindscentre@gmail.com,"Paul, Marie Bernadette (Miss)",TUTORIAL,1.36834606813392,103.83719604640899
Brilliant Educational School,"Blk 838 Jurong West Street 81 #B1-153  , Singapore 640838",67941529,NA,67941527,NA,yanzhens@singnet.com.sg,Soh Yian Ching (Mdm),ENRICHMENT,1.34384901678587,103.6935080903
Brilliant Minds Learning Centre,"845 Geylang Road #04-05 Tanjong Katong Complex , Singapore 400845",67421595,NA,67495855,NA,"NA",Chong Shin Yih (Miss),TUTORIAL,1.31630706020395,103.894393505136
Brilliant Stars Education Centre,"Blk 226E Ang Mo Kio Avenue 1 #01-709  , Singapore 565226",64551106,NA,NA,NA,info@amktuition.com.sg,"Ma Qian Hui, Chermaine (Miss)",TUTORIAL,1.36648736694819,103.83980816328699
Brindavan Education Hub,"Blk 134 Lorong Ah Soo #01-468  , Singapore 530134",65362597,NA,65364469,NA,jay@brindavanaccounts.com,Narasimhan Jayasri (Mdm),TUTORIAL,1.35046468321699,103.88650935289499
Brio Education Centre,"Blk 435 Hougang Avenue 8 #B1-1679  , Singapore 530435",63856070,NA,NA,NA,brio_education@gmail.com,"Lim Teck Guan, Augustine",TUTORIAL,1.37752800104626,103.89360316857001
Briton Language School,"1 Park Road #04-22/23/55pt/56pt People's Park Complex , Singapore 059108",63237393,NA,63235513,NA,aileenlee@live.com.sg,Lee Chu Ching (Mdm),LINGUISTICS,1.28412862663792,103.84258481023899
Bubbles Learning House @ Yishun,"Blk 239 Yishun Ring Road #01-1158 (2nd Storey)  , Singapore 760239",64937326,NA,NA,NA,bubbleslearninghouse@gmail.com,"Teo Ai Ping, Jasmine (Mdm)",ENRICHMENT,1.43359514649205,103.83968537360201
Buddy Planet Education Centre,"Blk 414 Yishun Ring Road #01-1867  , Singapore 760414",98782588,NA,NA,NA,lynnshalom@yahoo.com.sg,Wong Choi Ling (Mdm),TUTORIAL,1.42452849741738,103.846595546746
Bukit Timah Music School,"Blk 45 Holland Drive #01-357 (2nd Storey)  , Singapore 270045",63169200,NA,NA,NA,btmusic.sg@gmail.com,Ng Lay Theng (Miss),FINE ARTS,1.3086179032277199,103.79293590005301
Bumblebee Language Centre,"50 East Coast Road #02-139/140 Roxy Square , Singapore 428769",63465211,NA,NA,NA,enquiry@bumblebchinese.com,"Tey Chye Hoon, Shirley (Mdm)",LINGUISTICS,1.3043330840871898,103.904060346056
Bunka Language Private School,"402 Orchard Road #05-15/16 Delfi Orchard , Singapore 238876",67373601,NA,67375080,NA,course@bunkalang.com,Yong Chui Foong (Mdm),LINGUISTICS,1.30717805424683,103.82846871251999
Busy Bees Learning Centre,"(Main) 4 Hillview Rise #01-14/15/16 & #02-12 HillV2 , Singapore 667979",68772919,NA,NA,NA,bblc388@gmail.com,Chong Choon Moi (Mdm),LINGUISTICS,1.3635509577068001,103.76423610633002
Busy Bees Learning Centre,"271 Bukit Timah Road #02-18/19 Balmoral Plaza , Singapore 259708",68772919,67332939,68772918,67332522,bblc388@gmail.com,Chong Choon Moi (Mdm),LINGUISTICS,1.3164349569099498,103.83549290613001
Busy Bees Learning Centre,"6 Sin Ming Road #01-03 Sin Ming Plaza Tower 2 , Singapore 575585",68772919,64581191,68772918,64581191,bblc388@gmail.com,Chong Choon Moi (Mdm),LINGUISTICS,1.3528637342999,103.836407211393
Byron Tutorial Centre,"190 Clemenceau Avenue #03-14/15 Singapore Shopping Centre , Singapore 239924",63375878,NA,NA,NA,"NA",Ho Lam Seng,TUTORIAL,1.2981321476693501,103.84413837480899
C Win Learning Centre,"(Main) Blk 524A Jelapang Road #03-10  , Singapore 671524",67622287,NA,NA,NA,"NA",Yap Chik Ping (Mdm),TUTORIAL,1.38541768689997,103.766235457752
C Win Learning Centre,"215L Upper Thomson Road  , Singapore 574349",62522509,NA,NA,NA,chikping@live.com,Yap Chik Ping(Mdm),TUTORIAL,1.3522694909319197,103.83495651410101
Camden Education Center,"170 Upper Bukit Timah Road #B1-27 Bukit Timah Shopping Centre , Singapore 588179",64686835,NA,67921258,NA,sc23jul@singnet.com.sg,Tan Boon Beng,TUTORIAL,1.3433207894929902,103.775854160806
Camelot Learning Centre,"221 East Coast Road  , Singapore 428918",84880221,NA,NA,NA,camelotlearningcentre@gmail.com,Lau Bee Hoon (Mdm),ENRICHMENT,1.30760217564282,103.907078694389
Camford Educational Centre,"Blk 517 Serangoon North Avenue 4 #B1-228  , Singapore 550517",64816500,NA,64824156,NA,camfordeducationcentre@yahoo.com.sg,Chua Lian Huay,TUTORIAL,1.3713234276608703,103.874085635267
Canadian Enrichment Centre,"9 Penang Road #14-01 & #15-01 Park Mall , Singapore 238459",63360666,NA,NA,NA,sheryl@canadian.edu.sg,Sheryl Tian Xin (Mdm),LINGUISTICS,1.29783948334729,103.845278202782
Caring Hut Tuition Centre,"Blk 509 Bedok North Street 3 #01-109  , Singapore 460509",62435531,NA,NA,NA,chtuitioncentre@gmail.com,Peh Hong Ming,TUTORIAL,1.33317541870197,103.93126502516199
Casco Enrichment Centre,"(Main) Blk 101 Towner Road #01-214  , Singapore 322101",63921262,NA,62951017,NA,admin@cascotuition.com,Fong Wai Kin,ENRICHMENT,1.3194253904072801,103.861087462608
Casco Enrichment Centre,"Blk 452 Pasir Ris Drive 6 #B1-232  , Singapore 510452",65830029,NA,65830049,NA,admin@cascotuition.com,Fong Wai Kin,ENRICHMENT,1.37148475368545,103.957361138968
Castle Concepts Learning Centre,"Blk 163 Ang Mo Kio Avenue 4 #01-412  , Singapore 560163",65541142,NA,NA,NA,Rebecca@pslemath.com.sg,Ong Siok Ching (Miss),ENRICHMENT,1.3735485391993,103.83817647139799
Cedan Child Development Centre,"Blk 198 Punggol Field #02-02  , Singapore 820198",63876648,NA,63876648,NA,cedancdc@hotmail.com,Poh Kok Wee,ENRICHMENT,1.39950942350342,103.906371604675
"Centre 4 Learning@Proverbs1,5","Blk 683 Hougang Avenue 8 #01-923 (2nd Storey)  , Singapore 530683",96678554,NA,NA,NA,enquiry@proverbs-1-5.com,"Wong Siew Koon, Philip  (Dr)",TUTORIAL,1.37331270061834,103.886367847223
Centre Stage School of the Arts [fka Centre Stage Arts School],"(Main) 15 Woking Road #01-01/02  , Singapore 138694",67327211,NA,NA,NA,info@centre-stage.com,Alison Elizabeth May Tompkins (Ms),FINE ARTS,1.2965189599306102,103.79419429294501
Centre Stage School of the Arts [fka Centre Stage Arts School],"1 Fusionopolis Way #02-23 Connexis , Singapore 138632",64496211,NA,NA,NA,info@centre-stage.com,Alison Elizabeth May Tompkins (Ms),FINE ARTS,1.29915016452266,103.787581248768
Centre Stage School of the Arts [fka Centre Stage Arts School},"5000G Marine Parade Road #01-32 Laguna Park , Singapore 449290",64496211,NA,NA,NA,east@centre-stage.com,Alison Elizabeth May Tompkins (Ms),FINE ARTS,1.3100840162299499,103.932193483205
Century Language School,"451 Joo Chiat Road #03-09/10/11 Katong Point , Singapore 427664",62477370,NA,NA,NA,centurylanguage@yahoo.com,Chen Xi (Mdm),LINGUISTICS,1.30691674554244,103.90455309443199
Champions Learning Hub,"Blk 158 Mei Ling Street #01-84  , Singapore 140158",81120270,NA,NA,NA,championslearning@gmail.com,"Kimura, Francesca (Ms)",ENRICHMENT,1.2927403836569198,103.80280666841401
Champs Tuition Centre,"200 Jurong East Avenue 1 #02-07/08  , Singapore 609789",65656366,NA,NA,NA,champstuition@gmail.com,"Gui Geok Mei, Elly (Mdm)",TUTORIAL,1.3504168630631501,103.728921192192
Changchun Language School,"Blk 620 Hougang Avenue 8 #01-268  , Singapore 530620",62867717,NA,62857717,NA,info@zizuwen.com,Toh Kay Seng,LINGUISTICS,1.3701440065551103,103.88396814053101
Chapter One Learning Centre,"1 Marine Parade Central #03-02 Parkway Centre , Singapore 449408",63487889,NA,63487889,NA,willyliu@lifejourniz.com,Liukartono Kian Liat,ENRICHMENT,1.30188733721849,103.905996034064
Charis Learning Centre,"8B Jalan Masjid #01-03 Kingston Terrace , Singapore 418929",67498928,NA,67498929,NA,charismonte@pacific.net.sg,Chong Chen Nam,ENRICHMENT,1.31963983018079,103.912912679151
Chemistry Guru Academy,"Blk 112 Bishan Street 12 #01-20  , Singapore 570112",98588060,NA,NA,NA,chemguru.sg@gmail.com,Puah Tiong Hoe,TUTORIAL,1.3468102978216898,103.84904106054
Chengzhu Mandarin Education Centre,"35 Rochester Drive #03-01/02/03/04/05/27 The Rochester , Singapore 138639",67375348,NA,68365083,NA,enquiries@chengzhu.net,"Walker, Fiona Jean (Ms)",ENRICHMENT,1.3053512123807198,103.78834737032
Cherry House Montessori,"Blk 306 Woodlands Street 31 #1-47 (2nd Storey)  , Singapore 730306",63635158,NA,NA,NA,cherryhousemontessori@hotmail.com,Chong Annie (Mdm),ENRICHMENT,1.42992991993556,103.774636554651
ChinaLingua School,"545 Orchard Road #13-08 Far East Shopping Centre , Singapore 238882",67364288,NA,67360454,NA,chinalingua@gmail.com,Zhao Renzhong (Ms),LINGUISTICS,1.30550628596329,103.829984995532
Chinese Bridge Language School,"Blk 135 Jurong Gateway Road #03-341  , Singapore 600135",66657558,NA,NA,NA,evelyn.ng@crestar.com.sg,Chen Ming Yu (Miss),ENRICHMENT,1.33382540744502,103.739676885744
CHP Learning Centre,"Blk 431 Clementi Avenue 3 #01-350  , Singapore 120431",91857291,NA,NA,NA,teacnw@yahoo.com.sg,Chao Hsiao Pei (Mdm),LINGUISTICS,1.31377438724798,103.76253518972099
Christopher Learning Centre,"865 Mountbatten Road #06-36 Katong Shopping Centre , Singapore 437844",63482690,NA,63482690,NA,christopher0636@hotmail.com,Lee Kuang Soong,TUTORIAL,1.30381323460709,103.90095207723301
Chuangxin School of Education,"271 Bukit Timah Road #02-09/10 Balmoral Plaza , Singapore 259708",68873873,NA,NA,NA,chuangxin_edu@yahoo.com.sg,Ma Li (Mdm),TUTORIAL,1.3164349569099498,103.83549290613001
Clarity Learning Centre,"266 Upper Bukit Timah Road #02-08  , Singapore 588209",67438312,NA,NA,NA,gracelosy@gmail.com,"Lo Soek Yin, Grace (Miss)",TUTORIAL,1.3496158947909498,103.77088463670799
Clear Minds Education Centre,"76A Serangoon Garden Way, 2nd Storey  , Singapore 555972",63835835,NA,63832996,NA,vicnesh@clearminds.com.sg,Vicneshkumar s/o Wijaykumar,ENRICHMENT,1.36425787543378,103.865178772633
Clementi Ave 2 Learning Centre,"Blk 354 Clementi Avenue 2 #01-205  , Singapore 120354",67770322,NA,62942723,NA,listings@singnet.com.sg,Ang Lay Chuang (Mdm),ENRICHMENT,1.3135304106234298,103.770859843658
Cleverland Tutorial Centre,"Blk 201E Tampines Street 23 #04-106  , Singapore 527201",67870562,NA,67871363,NA,henryow@pacific.net.sg,Henry Ow Hun Meng,TUTORIAL,1.3529216253600902,103.953858335355
Clicking Neurons-Your Learning Specialist Education Centre,"Blk 509 Bedok North Street 3 #01-103  , Singapore 460509",91010005,NA,63395322,NA,clickingneuronsyls@gmail.com,Lee Yin Fong (Miss),TUTORIAL,1.33317541870197,103.93126502516199
CMA Mental Arithmetic Centre (AMK),"Blk 709 Ang Mo Kio Avenue 8 #01-2587 (2nd Storey)  , Singapore 560709",64567020,NA,63537841,NA,amk@cma.edu.sg,"Tan Hiok Hwa, Eleanor (Mdm)",ENRICHMENT,1.37113720765378,103.84766232006399
CMA Mental Arithmetic Centre (Bedok),"Blk 210 New Upper Changi Road #01-731 (2nd Storey)  , Singapore 460210",67448077,NA,NA,NA,lim.gekpeng@yahoo.com.sg,Lim Gek Peng (Mdm),ENRICHMENT,1.3245974742508702,103.93187059770399
CMA Mental Arithmetic Centre (Bishan),"Blk 255 Bishan Street 22 #B1-462  , Singapore 570255",65560620,NA,63537841,NA,blessed_olive@yahoo.com.sg,"Tan Hiok Hwa, Eleanor (Mdm)",ENRICHMENT,1.3616676400637502,103.842743222032
CMA Mental Arithmetic Centre (Bukit Batok Central),"Blk 153 Bukit Batok Street 11 #04-288  , Singapore 650153",68962730,NA,NA,NA,bukitbatok@cma.edu.sg,"Ting Fook Wah, Godfrey",ENRICHMENT,1.3474794780508301,103.74427646089501
CMA Mental Arithmetic Centre (Bukit Panjang),"Blk 524A Jelapang Road #03-05 Greenridge Shopping Centre , Singapore 671524",68911040,NA,NA,NA,bukitpanjang@cma.edu.sg,Kee Kim Ann,ENRICHMENT,1.38541768689997,103.766235457752
CMA Mental Arithmetic Centre (Farrer Park),"180 Kitchener Road #07-10 City Square Mall , Singapore 208539",65096206,NA,65095011,NA,farrerpark@cma.edu.sg,Fong Tian Poh,ENRICHMENT,1.31127324736076,103.856648251388
CMA Mental Arithmetic Centre (Holland),"2 Pandan Valley #01-203 Acacia Court , Singapore 597626",64664418,NA,64664418,NA,holland@cma.edu.sg,Owng Chee Yong,ENRICHMENT,1.3204417118742902,103.778972458647
CMA Mental Arithmetic Centre (Jurong East Central),"Blk 134 Jurong East Street 13 #03-307J  , Singapore 600134",68970083,NA,68970083,NA,my4lambs@gmail.com,"Ting Fook Wah, Godfrey",ENRICHMENT,1.3339941384974299,103.738819152518
CMA Mental Arithmetic Centre (Jurong West Central),"Blk 526 Jurong West Street 52 #01-321  , Singapore 640526",62686693,NA,62686717,NA,jurongwest@cma.edu.sg,Toh Chwee Yong (Miss),ENRICHMENT,1.34767189554903,103.71704836601499
CMA Mental Arithmetic Centre (Kovan),"Blk 203 Hougang Street 21 #03-57  , Singapore 530203",62840047,NA,62840047,NA,kovan@cma-sg.com,Tham Meng Kee,ENRICHMENT,1.35816293570102,103.884400266646
CMA Mental Arithmetic Centre (Marine Parade),"1 Marine Parade Central #02-07 Parkway Centre , Singapore 449408",63452270,NA,63452270,NA,"NA",Lim Gek Peng (Mdm),ENRICHMENT,1.30188733858698,103.905996039776
CMA Mental Arithmetic Centre (Novena),"157B Thomson Road Goldhill Shopping Centre , Singapore 307610",63522552,NA,63537841,NA,novena@cma.edu.sg,"Tan Hiok Hwa, Eleanor (Mdm)",ENRICHMENT,1.3180667807555602,103.843736047419
CMA Mental Arithmetic Centre (Pasir Ris),"Blk 735 Pasir Ris Street 72 #02-340 Pasir Ris West Plaza , Singapore 510735",61004262,NA,NA,NA,pasirris@cma.edu.sg,Ong Peh Chyn (Mdm),ENRICHMENT,1.3799306082865501,103.93662174059
CMA Mental Arithmetic Centre (Punggol),"Blk 168 Punggol Field #04-05 Punggol Plaza , Singapore 820168",61002262,NA,NA,NA,punggol@cma.edu.sg,Ong Peh Chyn (Mdm),ENRICHMENT,1.3941840943827302,103.91297643758301
CMA Mental Arithmetic Centre (Queenstown),"Blk 82 Strathmore Avenue #01-148  , Singapore 141082",64712344,NA,64712342,NA,queenstown@cma.edu.sg,Owng Chee Yong,ENRICHMENT,1.2945452587951,103.80875107360599
CMA Mental Arithmetic Centre (Sengkang),"Blk 297A Compassvale Street #01-38  , Singapore 541297",61003262,NA,NA,NA,sengkang@cma.edu.sg,Ong Peh Chyn (Mdm),ENRICHMENT,1.39483596039702,103.900697317347
CMA Mental Arithmetic Centre (Tampines),"Blk 201E Tampines Street 23 #02-98  , Singapore 527201",67838471,NA,NA,NA,tampines@cma.edu.sg,Teou Lay Kheng (Miss),ENRICHMENT,1.3529216253600902,103.953858335355
CMA Mental Arithmetic Centre (Tiong Bahru),"12 Kim Tian Road  , Singapore 169249",62721589,NA,NA,NA,tiongbahru@cma.edu.sg,Lim Kia Tah,ENRICHMENT,1.2849776410221498,103.829282831654
CMA Mental Arithmetic Centre (Toa Payoh),"Blk 177, Toa Payoh Central #01-124 & #01-126, 2nd Storey  , Singapore 310177",63535438,NA,NA,NA,toapayoh@cma.edu.sg,Tan San San (Ms),ENRICHMENT,1.3339003405738799,103.848854818382
CMA Mental Arithmetic Centre (West Coast),"Blk 603 Clementi West Street 1 #01-39  , Singapore 120603",67767609,NA,NA,NA,westcoast@cma.edu.sg,Owng Chee Yong,ENRICHMENT,1.30478865147073,103.76732930308799
CMA Mental Arithmetic Centre (Woodlands),"900 South Woodlands Drive #03-02/03 Woodlands Civic Centre , Singapore 730900",62192119,NA,65544454,NA,woodlands@cma.edu.sg,Loh Wai Ee (Mdm),ENRICHMENT,1.4349900160224798,103.786982122747
CMA Mental Arithmetic Centre (Yew Tee),"Blk 534 Choa Chu Kang Street 51 #01-49  , Singapore 680534",67639596,NA,67637617,NA,bukitpanjang@cma.edu.sg,"Goh Pei Ying, Adrine (Mdm)",ENRICHMENT,1.39224240572061,103.743190998187
CMA Mental Arithmetic Centre (Yishun),"Blk 102 Yishun Avenue 5 #03-107  , Singapore 760102",62570028,NA,62573048,NA,yishun@cma.edu.sg,Chen Ching (Miss),ENRICHMENT,1.4306183039507299,103.828762985019
Coco-Ro Learning House,"112 Killiney Road Tai Wah Building , Singapore 239551",67361815,NA,NA,NA,info@coco-ro.org,Maya Takajashi (Miss),FINE ARTS,1.2981897563585802,103.83845824219
Codetta Music School,"1 Hougang Street 91 #01-44 Hougang 1 , Singapore 538692",62143438,NA,NA,NA,83250967@qq.com,Huang Wenhan (Ms),FINE ARTS,1.3756672834841202,103.87945025110201
COGITO IQ Development Centre,"46 East Coast Road #10-01/02/03 Eastgate , Singapore 428766",63421002,NA,NA,NA,hello@cogito.sg,Ho Anthony Peter,ENRICHMENT,1.30439338631978,103.903340542754
Cognitive Development Learning Centre,"Blk 130 Jurong Gateway Road #04-201  , Singapore 600130",66358104,65646533,NA,NA,chia@cognitive.com.sg,Lee Swee Har (Mdm),TUTORIAL,1.3347249046743501,103.739321261736
Cognitus Academy,"1 Goldhill Plaza #03-05 Podium Block , Singapore 308899",83218252,NA,NA,NA,cognitus.acad@gmail.com,Koh Chin Kiong,TUTORIAL,1.31782868139699,103.84288937427601
ColourTrain Enrichment Centre,"Blk 158 Bukit Batok Street 11 #03-216  , Singapore 650158",65674479,NA,65674415,NA,clrtrain@singnet.com.sg,Koh Ying Ying (Mdm),ENRICHMENT,1.34872799726418,103.743193864461
Complete Tuition Centre,"Blk 443 Pasir Ris Drive 6 #02-04  , Singapore 510443",65820983,NA,NA,NA,"NA",Lim Kian Hoe,TUTORIAL,1.3694086062819901,103.957395750219
Complete Tuition Centre (Branch),"Blk 453 Pasir Ris Drive 6 #B1-222  , Singapore 510453",65816119,NA,NA,NA,"NA",Lim Kian Hoe,TUTORIAL,1.37184727848389,103.95737329631599
Concept Math Education Centre,"1 Goldhill Plaza #03-01  , Singapore 308899",62556335,NA,NA,NA,admin@conceptmath.com,Chuah Geok Lin (Mdm),TUTORIAL,1.31782868139699,103.84288937427601
Conceptual Maths Modelling Tuition Centre,"Blk 8 Lorong 7 Toa Payoh #01-303  , Singapore 310008",68860862,NA,NA,NA,cmmtc@singnet.com.sg,Wee Hee Pong,TUTORIAL,1.33788050113881,103.856612802183
Confident Learners Education Centre,"Blk 186 Toa Payoh Central #01-430 (2nd Storey)  , Singapore 310186",97341755,NA,NA,NA,ConfidentLeaners@outlook.com,Goh Pei Eng (Ms),TUTORIAL,1.33265395312561,103.85021164455
Contempo Music School,"c/o 68 Orchard Road #06-23 Plaza Singapura , Singapore 238839",63366922,NA,63386772,NA,"NA",Koh Yew Hock,FINE ARTS,1.3008207176923898,103.845067272666
